customer_id,full_name,age,gender,region,account_type,account_open_date,tenure_years,credit_score,annual_income,account_balance,num_products,monthly_transactions,complaints_12mo,debt_to_income,digital_engagement,has_active_loan,has_credit_card,churned,annual_income_cleaned,complaints_12mo_missing,credit_score_missing,gender_missing
CUST-007492,Candace Perez,31,Male,Metro Manila,Checking,1996-03-10,1.8,636.0,52650,110207.03,2.0,17.0,3.0,0.176,43.3,0,1.0,0,52650.0,0,0,0
CUST-007816,Mason Miller,43,Female,Davao,Checking,1996-03-12,3.3,670.0,42445,81292.46,3.0,17.0,1.0,0.345,55.9,1,1.0,0,42445.0,0,0,0
CUST-003952,Danielle Griffin,31,Female,Metro Manila,Business,1996-03-15,15.0,632.0,27949,10016.97,2.0,13.0,0.0,0.37,79.4,0,0.0,0,27949.0,0,0,0
CUST-008440,Stephanie Tucker,48,Female,Metro Manila,Savings,1996-03-16,3.7,732.0,66189,34066.08,2.0,17.0,1.0,0.162,77.5,1,0.0,0,66189.0,0,0,0
CUST-008749,Kenneth Howell,18,Female,Metro Manila,Checking,1996-03-16,0.1,762.0,88868,36481.43,1.0,15.0,3.0,0.201,7.3,0,0.0,0,88868.0,0,0,0
CUST-009658,Adam Lozano,18,Female,Cebu,Savings,1996-03-17,4.2,600.0,PHP 64k,23508.65,2.0,21.0,1.0,0.345,61.6,1,1.0,0,64000.0,0,0,0
CUST-007598,Mark Woods,28,Male,Cebu,Business,1996-03-17,0.6,720.0,26076,14670.11,1.0,11.0,0.0,0.245,90.2,0,0.0,0,26076.0,0,0,0
CUST-004090,Jennifer Ferguson,36,Male,Metro Manila,Checking,1996-03-20,11.5,670.0,44169,35393.24,1.0,19.0,3.0,0.072,39.6,1,1.0,0,44169.0,0,0,0
CUST-DUP-87847,"Smith, Ashley",21,Female,Davao,Checking,1996-03-23,4.5,596.0,34218,39418.82,1.0,18.0,0.0,0.258,61.2,0,1.0,0,34218.0,0,0,1
CUST-004004,William Austin,48,Female,Metro Manila,Savings,1996-03-24,1.9,842.0,48397.00,60967.0,1.0,13.0,0.0,0.242,62.8,0,1.0,0,48397.0,0,0,0
CUST-004763,Sandra Moore,50,Non-binary,Metro Manila,Savings,1996-03-25,12.9,688.0,86854,248273.75,1.0,18.0,0.0,0.133,23.3,0,0.0,0,86854.0,0,0,0
CUST-009559,Brett Vincent,34,Female,Mindanao,Premium,1996-03-25,9.9,648.0,103120,155079.25,1.0,17.0,0.0,0.202,75.3,0,0.0,0,103120.0,0,0,0
CUST-007458,Kathryn Mendez,51,Female,Metro Manila,Business,1996-03-25,1.0,728.0,"$72,267",172458.26,3.0,15.0,0.0,0.298,11.6,1,1.0,0,72267.0,0,0,0
CUST-005918,Brittany Ballard,18,Male,Metro Manila,Savings,1996-03-26,1.0,684.0,54785,62100.4,3.0,15.0,0.0,0.036,60.3,0,0.0,0,54785.0,0,1,0
CUST-003993,Kristin Brown,18,Male,Mindanao,Savings,1996-03-28,7.0,684.0,"$17,194",47408.99,1.0,16.0,0.0,0.363,43.6,1,1.0,0,17194.0,0,1,0
CUST-008995,Mark Lawson,41,Female,Visayas,Savings,1996-03-28,0.9,684.0,67837,40117.89,2.0,13.0,2.0,0.098,58.0,0,0.0,0,67837.0,0,1,0
CUST-000827,Heather Brown,62,Male,Luzon,Savings,1996-03-30,6.2,665.0,168346,291568.73,2.0,16.0,0.0,0.349,71.2,0,0.0,0,168346.0,0,0,0
CUST-007911,James Cuevas,46,Male,Cebu,Savings,1996-03-30,3.4,697.0,109697,264252.14,2.0,21.0,0.0,0.256,44.2,0,0.0,0,109697.0,0,0,0
CUST-003054,Mary Hill,31,Female,Cebu,Savings,1996-03-31,0.4,656.0,27159.00,29897.16,3.0,19.0,0.0,0.514,79.1,0,1.0,0,27159.0,0,0,0
CUST-005802,Dorothy Osborn,38,Female,Luzon,Savings,1996-04-01,1.4,841.0,85815,117314.38,4.0,22.0,0.0,0.258,69.8,0,0.0,0,85815.0,0,0,0
CUST-006453,Michael Snyder,27,Female,Metro Manila,Savings,1996-04-02,0.8,728.0,59963,91865.01,3.0,18.0,0.0,0.291,78.4,0,1.0,0,59963.0,0,0,0
CUST-009010,Kimberly Hunter,56,Male,Metro Manila,Checking,1996-04-03,3.1,576.0,36261,73576.86,1.0,16.0,0.0,0.617,76.5,0,0.0,0,36261.0,0,0,0
CUST-003957,Shannon Cook,40,Female,Luzon,Savings,1996-04-05,3.3,609.0,51617,79462.17,1.0,12.0,0.0,0.281,73.3,1,0.0,0,51617.0,0,0,1
CUST-007652,Jennifer Ross,37,Female,Metro Manila,Savings,1996-04-06,21.0,728.0,42712,97428.32,2.0,22.0,1.0,0.269,83.5,1,1.0,0,42712.0,0,0,0
CUST-002685,Sean White,46,Male,Visayas,Savings,1996-04-07,5.2,581.0,40928.00,46357.17,3.0,18.0,0.0,0.258,33.5,0,1.0,0,40928.0,0,0,0
CUST-005103,Samuel Warren,45,Male,Visayas,Savings,1996-04-08,6.2,664.0,19503,42747.35,2.0,15.0,0.0,0.446,81.5,1,1.0,0,19503.0,0,0,0
CUST-008975,David Wise,52,Female,Metro Manila,Savings,1996-04-09,1.4,684.0,59215,79833.89,3.0,19.0,0.0,0.535,38.2,0,0.0,0,59215.0,0,1,0
CUST-004099,Lisa Reed,40,Female,Luzon,Savings,1996-04-12,3.7,684.0,76458,127063.77,2.0,9.0,0.0,0.497,77.5,1,1.0,0,76458.0,0,1,0
CUST-001611,Richard Hunt,38,Prefer not to say,Metro Manila,Savings,1996-04-14,8.0,734.0,35183,67406.7,2.0,16.0,0.0,0.475,89.0,0,0.0,0,35183.0,0,0,0
CUST-005639,Krista White,37,Male,Cebu,Savings,1996-04-14,3.5,625.0,PHP 28k,37319.43,4.0,19.0,1.0,0.17,53.0,0,0.0,0,28000.0,0,0,0
CUST-008498,Kristina Hernandez,57,Female,Mindanao,Business,1996-04-14,2.0,654.0,46541,14443.72,,8.0,0.0,0.513,28.2,0,1.0,0,46541.0,0,0,1
CUST-005214,Courtney Page,47,Female,Metro Manila,Business,1996-04-14,8.2,689.0,20504,52848.5,2.0,23.0,0.0,0.139,38.3,1,1.0,0,20504.0,0,0,0
CUST-000613,Franklin Wright,45,Female,Metro Manila,Savings,1996-04-17,7.4,667.0,61776,98342.36,3.0,18.0,0.0,0.223,70.8,1,0.0,0,61776.0,0,0,0
CUST-008040,Jessica Vasquez,71,Male,Luzon,Business,1996-04-17,3.0,664.0,49091,108305.0,1.0,15.0,2.0,0.493,78.9,0,1.0,0,49091.0,0,0,0
CUST-001170,Patricia Hayes,53,Female,Cebu,Checking,1996-04-20,8.9,551.0,81468,161929.83,2.0,11.0,1.0,0.258,43.1,0,1.0,0,81468.0,0,0,0
CUST-DUP-43720,Charles Bush,30,Male,Cebu,Premium,1996-04-21,0.7,761.0,95357,22536.7,2.0,18.0,0.0,0.258,79.9,1,1.0,0,95357.0,0,0,0
CUST-007430,Ashley Smith,21,Female,Davao,Checking,1996-04-22,4.5,596.0,34218,37943.85,1.0,18.0,0.0,0.258,61.2,0,1.0,0,34218.0,0,0,1
CUST-007223,Lisa Gibson,39,Male,Metro Manila,Checking,1996-04-25,0.8,759.0,36509,104179.54,3.0,11.0,0.0,0.262,58.2,0,0.0,0,36509.0,0,0,0
CUST-005540,Kevin Berry,54,Male,Cebu,Business,1996-04-25,6.4,850.0,49732,121554.4,3.0,15.0,0.0,0.441,53.6,1,0.0,0,49732.0,0,0,0
CUST-003982,Deborah Wood,63,Female,Metro Manila,Checking,1996-04-28,2.0,645.0,16119,42932.61,1.0,6.0,0.0,0.106,41.6,1,1.0,0,16119.0,0,0,0
CUST-006058,Christina Perez,55,Female,Metro Manila,Savings,1996-04-29,1.7,770.0,50164,101756.01,4.0,17.0,0.0,0.179,41.6,1,1.0,0,50164.0,0,0,1
CUST-002923,Bob Jones,39,Male,Cebu,Savings,1996-04-29,5.3,702.0,27.0K,43726.0,1.0,11.0,0.0,0.162,89.8,1,0.0,0,27000.0,0,0,0
CUST-001683,Charles Bush,30,Male,Cebu,Premium,1996-04-30,0.7,761.0,95357,23687.72,2.0,18.0,0.0,0.258,79.9,1,1.0,0,95357.0,0,0,0
CUST-004513,Stephanie Livingston,34,Female,Metro Manila,Premium,1996-04-30,18.5,624.0,119442,107210.39,2.0,23.0,0.0,0.069,61.6,0,1.0,0,119442.0,0,0,0
CUST-003492,Michael Bennett,39,Male,Visayas,Checking,1996-05-04,1.1,586.0,16293,43279.58,3.0,18.0,0.0,0.223,73.0,1,0.0,0,16293.0,0,0,0
CUST-007856,Jason Waters,30,Female,Metro Manila,Premium,1996-05-06,7.3,808.0,PHP 116k,36654.98,2.0,14.0,1.0,0.258,29.2,1,1.0,0,116000.0,0,0,0
CUST-009134,Alexa Smith,45,Female,Metro Manila,Checking,1996-05-07,2.8,668.0,76173,83654.74,1.0,12.0,0.0,0.194,91.3,1,1.0,0,76173.0,0,0,0
CUST-009631,Eric Chang,68,Female,Metro Manila,Savings,1996-05-07,1.1,660.0,28787,21155.26,4.0,15.0,1.0,0.142,81.4,1,0.0,0,28787.0,0,0,1
CUST-006942,Adam Sanchez,54,Female,Metro Manila,Savings,1996-05-07,4.6,711.0,41715,79981.99,1.0,18.0,0.0,0.293,67.7,1,1.0,0,41715.0,0,0,0
CUST-009482,Philip Ibarra,36,Male,Davao,Savings,1996-05-08,3.0,684.0,85421,90015.78,1.0,18.0,0.0,0.258,34.8,0,1.0,0,85421.0,0,1,0
CUST-007655,Rhonda Simmons,56,Female,Metro Manila,Savings,1996-05-14,2.4,687.0,70450.00,210341.14,,10.0,0.0,0.47,68.8,1,1.0,0,70450.0,0,0,0
CUST-007773,Kevin Hansen,38,Female,Cebu,Savings,1996-05-14,1.1,810.0,79k,228272.04,2.0,20.0,0.0,0.419,55.7,0,0.0,0,79000.0,0,0,1
CUST-004681,John Ward,38,Female,Metro Manila,Premium,1996-05-15,5.0,555.0,61914,54458.6,3.0,12.0,0.0,0.124,42.5,1,1.0,0,61914.0,0,0,0
CUST-009438,Samuel Prince,40,Female,Cebu,Checking,1996-05-15,2.4,684.0,57510,159366.61,3.0,15.0,0.0,0.306,54.9,0,0.0,0,57510.0,0,1,0
CUST-001831,Erika Daugherty,51,Female,Visayas,Checking,1996-05-15,2.1,684.0,35164,40981.06,3.0,13.0,0.0,0.462,61.6,0,0.0,1,35164.0,0,1,0
CUST-002364,David Bird,56,Female,Metro Manila,Savings,1996-05-16,14.7,593.0,42194,47819.02,5.0,16.0,0.0,0.256,20.8,0,1.0,0,42194.0,0,0,0
CUST-008733,Maria Morris,45,Female,Metro Manila,Savings,1996-05-18,3.8,684.0,75509,150250.2,3.0,17.0,0.0,0.189,78.0,1,1.0,0,75509.0,0,1,0
CUST-004963,Megan Carlson,40,Female,Metro Manila,Checking,1996-05-18,6.9,742.0,28621,79184.97,4.0,20.0,1.0,0.258,87.3,0,1.0,0,28621.0,0,0,0
CUST-005037,Rebecca Wood,70,Female,Cebu,Savings,1996-05-20,2.7,725.0,50816,14502.92,1.0,26.0,0.0,0.252,34.9,1,1.0,0,50816.0,0,0,0
CUST-007831,Heather Davis,39,Male,Luzon,Checking,1996-05-21,4.6,727.0,39264,54212.92,2.0,10.0,0.0,0.254,39.2,1,0.0,0,39264.0,0,0,0
CUST-008675,Steven Barker II,37,Female,Metro Manila,Savings,1996-05-23,4.0,662.0,69703.00,28883.65,6.0,21.0,0.0,0.283,81.2,1,1.0,0,69703.0,0,0,0
CUST-009261,Michael Wong,18,Female,Davao,Checking,1996-05-28,3.3,684.0,72962,179614.24,5.0,7.0,1.0,0.312,46.3,1,1.0,0,72962.0,0,1,0
CUST-001602,Brenda Gallegos,59,Female,Visayas,Savings,1996-05-29,1.8,629.0,50421,18044.73,1.0,18.0,3.0,0.218,50.3,0,1.0,0,50421.0,0,0,0
CUST-000723,Willie Henry,24,Female,Metro Manila,Savings,1996-05-30,0.3,725.0,25408,65258.29,3.0,14.0,0.0,0.438,66.4,1,1.0,0,25408.0,0,0,0
CUST-003069,Sean Wilson,44,Male,Davao,Savings,1996-05-31,1.5,469.0,183048,497194.58,4.0,18.0,0.0,0.286,29.4,0,1.0,0,183048.0,1,0,0
CUST-007340,Matthew Dunlap,57,Male,Cebu,Business,1996-06-01,0.6,685.0,29812,56075.86,3.0,21.0,0.0,0.239,85.3,1,1.0,0,29812.0,0,0,0
CUST-002244,Daniel Williams,21,Male,Metro Manila,Savings,1996-06-02,3.9,488.0,135452,126226.1,1.0,24.0,0.0,0.367,52.6,0,1.0,0,135452.0,0,0,0
CUST-008058,Lance Brown,38,Male,Davao,Checking,1996-06-03,10.3,629.0,37607,37785.0,1.0,17.0,3.0,0.12,27.5,0,1.0,0,37607.0,0,0,0
CUST-008355,Tina Ortiz,70,Female,Metro Manila,Savings,1996-06-04,3.7,694.0,25172,43141.17,1.0,23.0,0.0,0.062,96.4,0,1.0,0,25172.0,0,0,0
CUST-008283,Nancy Garcia,52,Male,Cebu,Savings,1996-06-04,18.5,590.0,34894,46673.54,3.0,17.0,0.0,0.364,63.2,1,0.0,0,34894.0,0,0,0
CUST-006037,Michael Jackson,53,Female,Davao,Checking,1996-06-05,0.2,721.0,66190,118259.07,2.0,14.0,0.0,0.38,63.2,1,1.0,0,66190.0,1,0,0
CUST-009389,Gary Morgan,55,Female,Davao,Savings,1996-06-05,1.7,749.0,76783,84339.88,5.0,15.0,0.0,0.06,35.2,0,1.0,0,76783.0,0,0,0
CUST-004635,Richard Bauer,33,Female,Davao,Checking,1996-06-06,0.3,636.0,27607,34038.24,3.0,23.0,0.0,0.183,61.6,0,1.0,0,27607.0,0,0,0
CUST-007912,Brandon Stewart,49,Female,Visayas,Premium,1996-06-07,6.3,666.0,"$68,470",33342.15,3.0,19.0,0.0,0.368,65.8,1,1.0,0,68470.0,0,0,0
CUST-006976,Stephanie Barton,42,Male,Davao,Checking,1996-06-07,3.3,735.0,72k,34378.96,,19.0,1.0,0.109,89.4,0,1.0,0,72000.0,0,0,0
CUST-003630,Holly Floyd,33,Prefer not to say,Metro Manila,Premium,1996-06-08,12.0,735.0,23345,33680.35,3.0,7.0,0.0,0.142,83.9,1,1.0,0,23345.0,1,0,0
CUST-006949,Amanda Palmer,37,Male,Cebu,Premium,1996-06-09,4.7,770.0,43649,8010.28,1.0,23.0,0.0,0.294,12.6,0,1.0,0,43649.0,0,0,0
CUST-000007,Abigail Shaffer,62,Male,Luzon,Premium,1996-06-09,2.1,684.0,38418,50342.11,4.0,18.0,0.0,0.199,88.7,1,1.0,0,38418.0,0,1,0
CUST-000798,Michael Perry PhD,50,Female,Davao,Savings,1996-06-09,4.4,810.0,56718,22179.19,1.0,23.0,0.0,0.345,48.9,0,1.0,0,56718.0,0,0,1
CUST-008508,Thomas Richards,31,Female,Metro Manila,Checking,1996-06-11,6.5,781.0,27173,29665.71,3.0,19.0,0.0,0.305,79.7,1,1.0,0,27173.0,0,0,0
CUST-001638,Taylor Andersen,47,Male,Luzon,Checking,1996-06-11,5.3,539.0,66970,152886.46,1.0,24.0,0.0,0.258,72.2,0,0.0,0,66970.0,0,0,0
CUST-006277,Eric Clark,53,Female,Metro Manila,Business,1996-06-12,2.9,592.0,42047,51321.76,1.0,16.0,1.0,0.261,56.6,1,1.0,0,42047.0,0,0,0
CUST-007146,Anthony Carr,48,Female,Metro Manila,Savings,1996-06-12,1.7,647.0,50538,78679.9,3.0,17.0,2.0,0.183,61.6,0,0.0,0,50538.0,0,0,0
CUST-004684,Matthew Carroll,32,Male,Metro Manila,Checking,1996-06-13,6.4,711.0,135240,192336.95,2.0,18.0,0.0,0.286,23.2,1,1.0,0,135240.0,0,0,0
CUST-005040,Evelyn Bryant,46,Female,Metro Manila,Savings,1996-06-13,0.1,503.0,23952,13836.63,1.0,24.0,0.0,0.435,73.0,0,1.0,0,23952.0,1,0,0
CUST-000984,Sean Curtis,41,Female,Luzon,Premium,1996-06-14,1.4,800.0,69160,95297.46,2.0,23.0,1.0,0.292,65.7,0,0.0,0,69160.0,0,0,0
CUST-004361,Scott Norman,45,Female,Luzon,Savings,1996-06-15,5.4,556.0,93377,106056.81,4.0,14.0,1.0,0.684,8.8,0,1.0,0,93377.0,0,0,0
CUST-008522,Eric Garcia,44,Prefer not to say,Cebu,Premium,1996-06-21,13.6,526.0,25644,54793.65,1.0,17.0,0.0,0.392,52.7,0,1.0,0,25644.0,0,0,0
CUST-002082,Christopher Taylor,49,Non-binary,Mindanao,Savings,1996-06-28,23.8,668.0,125329,133982.08,2.0,20.0,0.0,0.231,74.6,0,1.0,0,125329.0,0,0,0
CUST-000999,Edgar Miller,34,Male,Davao,Business,1996-06-28,2.9,684.0,27473,73410.41,1.0,13.0,2.0,0.276,58.4,1,1.0,0,27473.0,0,1,0
CUST-009094,Jeremy Schmidt,58,Male,Davao,Business,1996-07-03,2.5,740.0,49656,38432.11,1.0,16.0,0.0,0.162,61.4,1,1.0,0,49656.0,0,0,0
CUST-007804,Jay Hall,44,Female,Visayas,Premium,1996-07-06,0.6,614.0,76671,87750.41,2.0,21.0,0.0,0.079,50.9,1,0.0,0,76671.0,0,0,0
CUST-004230,Jerry Waters,42,Female,Metro Manila,Savings,1996-07-07,2.2,814.0,49622,48563.53,3.0,22.0,0.0,0.525,43.9,1,1.0,0,49622.0,0,0,0
CUST-003083,Laurie Carter,18,Female,Visayas,Savings,1996-07-07,3.1,790.0,111k,39488.88,1.0,20.0,1.0,0.337,30.3,1,1.0,0,111000.0,0,0,1
CUST-009998,Mrs. Kerri Weeks,32,Male,Luzon,Checking,1996-07-08,1.2,628.0,34707,60702.85,1.0,15.0,0.0,0.272,26.9,0,1.0,0,34707.0,1,0,0
CUST-003587,Elizabeth Owens,32,Male,Metro Manila,Checking,1996-07-12,0.3,693.0,28185,68092.83,1.0,19.0,0.0,0.357,60.3,1,0.0,0,28185.0,0,0,0
CUST-004014,Miss Gina Walton,44,Male,Cebu,Business,1996-07-13,4.9,702.0,40624,74356.11,2.0,20.0,0.0,0.271,70.6,0,0.0,0,40624.0,0,0,0
CUST-005433,Kristen Smith,43,Male,Cebu,Savings,1996-07-15,0.4,714.0,85239,53406.14,1.0,27.0,3.0,0.197,82.4,0,0.0,0,85239.0,0,0,0
CUST-009018,Mr. Leonard Jackson,32,Male,Metro Manila,Checking,1996-07-15,2.1,650.0,44871,32988.65,2.0,21.0,0.0,0.12,61.6,0,1.0,0,44871.0,0,0,0
CUST-001590,Dr. Katherine Nguyen,43,Female,Metro Manila,Savings,1996-07-17,15.0,684.0,30852,10375.97,1.0,24.0,1.0,0.234,70.0,0,0.0,0,30852.0,0,1,1
CUST-001395,Joanna Cook,37,Female,Cebu,Business,1996-07-18,3.6,695.0,103641,188219.06,1.0,15.0,0.0,0.258,71.9,1,1.0,0,103641.0,0,0,0
CUST-008801,Joseph Russell,31,Female,Luzon,Business,1996-07-18,6.5,553.0,28217,76894.5,1.0,18.0,0.0,0.464,20.0,0,1.0,0,28217.0,0,0,0
CUST-003300,Nathan Hess,56,Male,Davao,Savings,1996-07-18,3.3,513.0,50146.00,60595.76,3.0,14.0,0.0,0.373,58.1,0,0.0,0,50146.0,0,0,0
CUST-009756,Lisa Gordon,55,Female,Metro Manila,Business,1996-07-19,0.5,815.0,74774,92991.46,2.0,16.0,1.0,0.226,55.0,0,0.0,0,74774.0,0,0,1
CUST-007021,Michael Walters,68,Male,Cebu,Savings,1996-07-21,9.0,692.0,30612,54704.48,1.0,13.0,3.0,0.35,69.9,1,0.0,0,30612.0,0,0,0
CUST-009595,Douglas Hale,43,Female,Cebu,Checking,1996-07-25,0.9,645.0,31823,56387.66,,16.0,1.0,0.324,74.2,0,1.0,0,31823.0,0,0,0
CUST-003151,Kyle Gross,52,Female,Metro Manila,Checking,1996-07-26,0.3,670.0,131611,34861.24,1.0,16.0,4.0,0.606,61.6,0,0.0,0,131611.0,0,0,0
CUST-002939,Robert Lucas,20,Male,Cebu,Savings,1996-07-26,7.7,684.0,20866,57563.04,1.0,19.0,1.0,0.031,59.4,0,1.0,0,20866.0,0,1,0
CUST-000603,Tammy Mcdowell,53,Male,Metro Manila,Savings,1996-07-27,0.9,850.0,15000,9816.84,1.0,17.0,4.0,0.376,53.9,0,0.0,0,15000.0,0,0,0
CUST-DUP-17152,Susan Gregory,18,Female,Davao,Premium,1996-07-27,1.3,665.0,170567,346201.36,5.0,18.0,3.0,0.197,33.6,0,0.0,0,170567.0,0,0,0
CUST-DUP-18371,"Nguyen, Dr.",43,Female,Metro Manila,Savings,1996-07-27,15.0,684.0,30852,10868.88,1.0,24.0,1.0,0.234,70.0,0,0.0,0,30852.0,0,1,1
CUST-002233,Michael Smith,18,Male,Metro Manila,Checking,1996-08-01,0.7,753.0,PHP 19k,36062.09,2.0,18.0,0.0,0.061,76.7,0,0.0,0,19000.0,0,0,0
CUST-005344,Lori Valentine,34,Male,Metro Manila,Checking,1996-08-01,23.4,655.0,40078,45115.92,1.0,20.0,1.0,0.42,57.9,1,1.0,0,40078.0,0,0,0
CUST-000229,Michael Bradshaw,32,Female,Cebu,Premium,1996-08-02,3.4,659.0,58614,152875.34,5.0,16.0,1.0,0.24,84.0,0,1.0,0,58614.0,0,0,0
CUST-004103,Dr. Isabel Smith PhD,59,Female,Davao,Savings,1996-08-03,9.7,760.0,49k,10566.45,3.0,15.0,0.0,0.125,87.3,1,1.0,0,49000.0,0,0,0
CUST-002601,Janice Cunningham,18,Male,Luzon,Checking,1996-08-03,1.3,726.0,34486,17904.79,3.0,19.0,0.0,0.398,50.6,1,1.0,0,34486.0,0,0,0
CUST-003953,Jimmy Ritter,70,Female,Luzon,Savings,1996-08-04,4.4,630.0,37970,14259.27,,25.0,0.0,0.065,61.6,0,0.0,0,37970.0,0,0,0
CUST-003413,Tom Duncan,67,Female,Metro Manila,Checking,1996-08-04,4.1,573.0,"$37,360",65469.08,5.0,17.0,0.0,0.266,61.6,1,0.0,0,37360.0,1,0,0
CUST-001435,Phillip Kent,39,Female,Visayas,Premium,1996-08-05,1.7,690.0,60527,73053.43,2.0,18.0,1.0,0.301,58.4,1,0.0,0,60527.0,0,0,0
CUST-003368,Amber Kennedy,44,Male,Mindanao,Savings,1996-08-07,4.0,630.0,65088,184469.82,4.0,15.0,0.0,0.286,79.1,1,1.0,0,65088.0,0,0,0
CUST-003658,Susan Gregory,18,Female,Davao,Premium,1996-08-11,1.3,665.0,170567,336320.99,5.0,18.0,3.0,0.197,33.6,0,0.0,0,170567.0,0,0,0
CUST-001821,Judy Gregory,40,Male,Visayas,Checking,1996-08-11,1.2,677.0,134385,193947.34,1.0,19.0,5.0,0.458,58.7,1,1.0,0,134385.0,0,0,0
CUST-001049,Traci Vincent,61,Male,Visayas,Premium,1996-08-14,4.1,681.0,30217,21279.17,4.0,21.0,1.0,0.456,19.2,0,0.0,0,30217.0,0,0,0
CUST-007665,Margaret Terry,53,Male,Cebu,Checking,1996-08-16,7.3,683.0,51490,139628.96,2.0,16.0,2.0,0.258,18.6,0,0.0,0,51490.0,0,0,0
CUST-008842,Brent Lewis,51,Non-binary,Cebu,Savings,1996-08-16,2.3,640.0,PHP 90k,114363.92,5.0,18.0,0.0,0.108,85.5,0,1.0,0,90000.0,0,0,0
CUST-008161,Duane Clark,40,Male,Metro Manila,Savings,1996-08-20,4.4,782.0,68000,181528.61,2.0,14.0,0.0,0.258,59.1,0,1.0,0,68000.0,0,0,0
CUST-000179,Lawrence Adkins,38,Male,Cebu,Premium,1996-08-20,14.3,562.0,52742,22853.96,1.0,23.0,0.0,0.187,68.3,0,1.0,0,52742.0,0,0,0
CUST-003817,Marie Jones,37,Female,Cebu,Checking,1996-08-21,2.4,581.0,29955,36694.5,3.0,14.0,0.0,0.146,31.2,0,1.0,0,29955.0,0,0,0
CUST-006581,Marilyn Henry,38,Male,Luzon,Checking,1996-08-22,15.3,800.0,25030,64142.6,1.0,13.0,0.0,0.32,76.2,0,1.0,0,25030.0,0,0,0
CUST-000605,Mrs. Virginia Daniels,47,Female,Cebu,Checking,1996-08-23,0.9,614.0,49.6K,115346.16,1.0,13.0,0.0,0.23,61.6,0,1.0,0,49600.0,0,0,0
CUST-009019,Brent Hernandez,39,Male,Metro Manila,Savings,1996-08-25,1.3,591.0,146.5K,246037.37,1.0,13.0,0.0,0.065,54.6,1,0.0,0,146500.0,0,0,0
CUST-007348,Chad Taylor,25,Female,Luzon,Premium,1996-08-25,11.5,673.0,62181,108555.62,2.0,19.0,0.0,0.532,58.2,0,0.0,0,62181.0,0,0,0
CUST-003386,Brandi Camacho DVM,34,Male,Luzon,Checking,1996-08-26,7.1,582.0,59733,122904.24,3.0,16.0,0.0,0.305,74.9,1,0.0,0,59733.0,0,0,0
CUST-003299,Laura Ritter,27,Female,Cebu,Savings,1996-08-27,3.9,594.0,43192,30287.83,2.0,19.0,3.0,0.14,96.4,0,1.0,0,43192.0,0,0,0
CUST-005669,Mitchell Jimenez,19,Male,Cebu,Checking,1996-08-28,7.3,712.0,83153,111511.92,1.0,19.0,0.0,0.098,73.1,0,0.0,0,83153.0,0,0,0
CUST-000216,Anthony Everett,51,Female,Cebu,Business,1996-08-30,3.4,523.0,68085,44446.56,1.0,23.0,0.0,0.498,52.2,1,1.0,0,68085.0,0,0,0
CUST-004051,Cassandra Wood,32,Male,Cebu,Savings,1996-09-04,1.8,792.0,19064,31626.67,2.0,18.0,1.0,0.2,83.8,0,1.0,0,19064.0,0,0,0
CUST-009608,Megan Boyd,47,Male,Cebu,Savings,1996-09-05,4.2,758.0,37514,11682.87,2.0,21.0,2.0,0.244,35.6,1,0.0,0,37514.0,0,0,0
CUST-000803,Reginald Morrow,43,Female,Visayas,Savings,1996-09-06,0.8,538.0,107714,171320.32,2.0,23.0,0.0,0.257,92.6,1,1.0,1,107714.0,0,0,0
CUST-005843,Teresa Cohen,22,Male,Luzon,Savings,1996-09-07,3.9,749.0,86329,82634.79,1.0,19.0,0.0,0.29,21.0,0,0.0,0,86329.0,0,0,0
CUST-005555,Cory Kelley,41,Male,Metro Manila,Business,1996-09-07,8.9,800.0,40513,64975.6,1.0,18.0,0.0,0.38,67.1,1,1.0,0,40513.0,0,0,0
CUST-001733,Angela May MD,41,Female,Mindanao,Checking,1996-09-08,0.2,684.0,33.9K,75618.28,5.0,23.0,0.0,0.35,40.0,0,1.0,0,33900.0,0,1,1
CUST-007994,James Morgan,53,Male,Visayas,Savings,1996-09-11,3.9,641.0,40831,107108.2,1.0,11.0,0.0,0.362,48.1,1,1.0,0,40831.0,0,0,0
CUST-008460,Autumn Lee,62,Male,Metro Manila,Premium,1996-09-11,7.9,550.0,15217,20373.12,4.0,16.0,0.0,0.258,28.0,0,1.0,0,15217.0,0,0,0
CUST-001153,Jillian Wilson,33,Male,Metro Manila,Savings,1996-09-11,1.0,600.0,35663,30514.17,2.0,11.0,0.0,0.452,61.6,0,1.0,0,35663.0,0,0,0
CUST-005491,Kurt Martinez,36,Female,Davao,Premium,1996-09-12,1.9,675.0,50480,106258.31,3.0,20.0,3.0,0.358,73.8,0,1.0,0,50480.0,0,0,0
CUST-001849,Randy Hopkins,54,Male,Metro Manila,Savings,1996-09-12,3.4,769.0,31826,17362.65,2.0,11.0,0.0,0.47,73.8,1,1.0,0,31826.0,0,0,0
CUST-008964,Shane Greene,39,Female,Metro Manila,Premium,1996-09-15,6.6,573.0,58167,43249.43,1.0,11.0,3.0,0.258,69.0,0,1.0,0,58167.0,0,0,1
CUST-001328,Nicole Gutierrez,40,Female,Metro Manila,Savings,1996-09-16,2.8,850.0,29410,25706.58,3.0,22.0,0.0,0.271,42.2,1,0.0,0,29410.0,0,0,0
